"OPTION_ITEM_ID","BRAND_ID","OPTION_NAME","OPTION_DESC","OPTION_PRICE","OPTION_TYPE","OPTION_CATEGORY","SELECT_RULE"
20679,20002,K8_GASOLINE_3_5_SIGNATURE | 스마트 커넥트,빌트인캠/증강현실 내비 등 커넥티비티·인포테인먼트 관련 패키지 옵션.,2180000,SINGLE,etc,MULTI
20680,20002,K8_TURBO_HYBRID_NOBLESSE | 내장 컬러_블랙 원톤 인테리어,내장 색상 선택: 블랙 원톤 인테리어,0,SINGLE,interior,SINGLE
20681,20002,K8_TURBO_HYBRID_NOBLESSE | 내장 컬러_라운지 브라운 투톤 인테리어,내장 색상 선택: 라운지 브라운 투톤 인테리어,0,SINGLE,interior,SINGLE
20682,20002,K8_TURBO_HYBRID_NOBLESSE | 내장 컬러_뉴트럴 베이지 투톤 인테리어,내장 색상 선택: 뉴트럴 베이지 투톤 인테리어,0,SINGLE,interior,SINGLE
20683,20002,K8_TURBO_HYBRID_NOBLESSE | 내장 컬러_딥씨 네이비 투톤 인테리어,내장 색상 선택: 딥씨 네이비 투톤 인테리어,0,SINGLE,interior,SINGLE
20684,20002,K8_TURBO_HYBRID_NOBLESSE_LIGHT | 내장 컬러_블랙 원톤 인테리어,내장 색상 선택: 블랙 원톤 인테리어,0,SINGLE,interior,SINGLE
20685,20002,K8_TURBO_HYBRID_NOBLESSE_LIGHT | 내장 컬러_라운지 브라운 투톤 인테리어,내장 색상 선택: 라운지 브라운 투톤 인테리어,0,SINGLE,interior,SINGLE
20686,20002,K8_TURBO_HYBRID_NOBLESSE_LIGHT | 내장 컬러_뉴트럴 베이지 투톤 인테리어,내장 색상 선택: 뉴트럴 베이지 투톤 인테리어,0,SINGLE,interior,SINGLE
20687,20002,K8_TURBO_HYBRID_NOBLESSE_LIGHT | 내장 컬러_딥씨 네이비 투톤 인테리어,내장 색상 선택: 딥씨 네이비 투톤 인테리어,0,SINGLE,interior,SINGLE
20688,20002,K8_TURBO_HYBRID_SIGNATURE | 내장 컬러_블랙 원톤 인테리어,내장 색상 선택: 블랙 원톤 인테리어,0,SINGLE,interior,SINGLE
20689,20002,K8_TURBO_HYBRID_SIGNATURE | 내장 컬러_라운지 브라운 투톤 인테리어,내장 색상 선택: 라운지 브라운 투톤 인테리어,0,SINGLE,interior,SINGLE
20690,20002,K8_TURBO_HYBRID_SIGNATURE | 내장 컬러_뉴트럴 베이지 투톤 인테리어,내장 색상 선택: 뉴트럴 베이지 투톤 인테리어,0,SINGLE,interior,SINGLE
20691,20002,CARNIVAL_Prestige_9 | 컨비니언스,,1100000,SINGLE,etc,MULTI
20692,20002,CARNIVAL_Prestige_9 | 스타일,,1000000,SINGLE,etc,MULTI
20693,20002,CARNIVAL_Prestige_9 | 12.3인치 클러스터,,600000,SINGLE,interior,MULTI
20694,20002,CARNIVAL_Prestige_9 | 드라이브 와이즈,,1200000,SINGLE,assistant,MULTI
20695,20002,CARNIVAL_Prestige_9 | 모니터링 팩,,900000,SINGLE,assistant,MULTI
20696,20002,CARNIVAL_Noblesse_9 | 컨비니언스,,0,SINGLE,etc,MULTI
20697,20002,CARNIVAL_Noblesse_9 | 스타일,,1000000,SINGLE,etc,MULTI
20698,20002,CARNIVAL_Noblesse_9 | 컴포트,,1400000,SINGLE,etc,MULTI
20699,20002,CARNIVAL_Noblesse_9 | 스마트 커넥트,,750000,SINGLE,etc,MULTI
20700,20002,CARNIVAL_Noblesse_9 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20701,20002,CARNIVAL_Noblesse_9 | 드라이브 와이즈,,750000,SINGLE,assistant,MULTI
20702,20002,CARNIVAL_Noblesse_9 | 모니터링 팩,,1200000,SINGLE,assistant,MULTI
20703,20002,CARNIVAL_Noblesse_9 | HUD + 빌트인 캠 2,,1200000,SINGLE,interior,MULTI
20704,20002,CARNIVAL_Noblesse_9 | 듀얼 선루프,,800000,SINGLE,etc,MULTI
20705,20002,CARNIVAL_Signature_9 | 컨비니언스,,0,SINGLE,etc,MULTI
20706,20002,CARNIVAL_Signature_9 | 스타일,,700000,SINGLE,etc,MULTI
20707,20002,CARNIVAL_Signature_9 | 컴포트,,1400000,SINGLE,etc,MULTI
20708,20002,CARNIVAL_Signature_9 | 스마트 커넥트,,750000,SINGLE,etc,MULTI
20709,20002,CARNIVAL_Signature_9 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20710,20002,CARNIVAL_Signature_9 | 드라이브 와이즈,,750000,SINGLE,assistant,MULTI
20711,20002,CARNIVAL_Signature_9 | 모니터링 팩,,1200000,SINGLE,assistant,MULTI
20712,20002,CARNIVAL_Signature_9 | HUD + 빌트인 캠 2,,1200000,SINGLE,interior,MULTI
20713,20002,CARNIVAL_Signature_9 | BOSE 프리미엄 사운드,,900000,SINGLE,etc,MULTI
20714,20002,CARNIVAL_Signature_9 | 듀얼 선루프,,800000,SINGLE,etc,MULTI
20715,20002,CARNIVAL_X-Line_9 | 컨비니언스,,0,SINGLE,etc,MULTI
20716,20002,CARNIVAL_X-Line_9 | 스타일,,0,SINGLE,etc,MULTI
20717,20002,CARNIVAL_X-Line_9 | 컴포트,,1400000,SINGLE,etc,MULTI
20718,20002,CARNIVAL_X-Line_9 | 스마트 커넥트,,750000,SINGLE,etc,MULTI
20719,20002,CARNIVAL_X-Line_9 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20720,20002,CARNIVAL_X-Line_9 | 드라이브 와이즈,,750000,SINGLE,assistant,MULTI
20721,20002,CARNIVAL_X-Line_9 | 모니터링 팩,,1200000,SINGLE,assistant,MULTI
20722,20002,CARNIVAL_X-Line_9 | HUD + 빌트인 캠 2,,1200000,SINGLE,interior,MULTI
20723,20002,CARNIVAL_X-Line_9 | BOSE 프리미엄 사운드,,900000,SINGLE,etc,MULTI
20724,20002,CARNIVAL_X-Line_9 | 듀얼 선루프,,800000,SINGLE,etc,MULTI
20725,20002,CARNIVAL_Noblesse_7 | 컨비니언스,,0,SINGLE,etc,MULTI
20726,20002,CARNIVAL_Noblesse_7 | 스타일,,790000,SINGLE,etc,MULTI
20727,20002,CARNIVAL_Noblesse_7 | 컴포트,,1190000,SINGLE,etc,MULTI
20728,20002,CARNIVAL_Noblesse_7 | 스마트 커넥트,,790000,SINGLE,etc,MULTI
20729,20002,CARNIVAL_Noblesse_7 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20730,20002,CARNIVAL_Noblesse_7 | 드라이브 와이즈,,790000,SINGLE,assistant,MULTI
20731,20002,CARNIVAL_Noblesse_7 | 모니터링 팩,,1270000,SINGLE,assistant,MULTI
20732,20002,CARNIVAL_Noblesse_7 | HUD + 빌트인 캠 2,,1270000,SINGLE,interior,MULTI
20733,20002,CARNIVAL_Noblesse_7 | 듀얼 선루프,,840000,SINGLE,etc,MULTI
20734,20002,CARNIVAL_Outdoor_7 | 컨비니언스,,0,SINGLE,etc,MULTI
20735,20002,CARNIVAL_Outdoor_7 | 스타일,,790000,SINGLE,etc,MULTI
20736,20002,CARNIVAL_Outdoor_7 | 스마트 커넥트,,790000,SINGLE,etc,MULTI
20737,20002,CARNIVAL_Outdoor_7 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20738,20002,CARNIVAL_Outdoor_7 | 드라이브 와이즈,,790000,SINGLE,assistant,MULTI
20739,20002,CARNIVAL_Outdoor_7 | 모니터링 팩,,1270000,SINGLE,assistant,MULTI
20740,20002,CARNIVAL_Outdoor_7 | HUD + 빌트인 캠 2,,1270000,SINGLE,interior,MULTI
20741,20002,CARNIVAL_Outdoor_7 | 듀얼 선루프,,840000,SINGLE,etc,MULTI
20742,20002,CARNIVAL_Signature_7 | 컨비니언스,,0,SINGLE,etc,MULTI
20743,20002,CARNIVAL_Signature_7 | 스타일,,470000,SINGLE,etc,MULTI
20744,20002,CARNIVAL_Signature_7 | 컴포트,,1190000,SINGLE,etc,MULTI
20745,20002,CARNIVAL_Signature_7 | 스마트 커넥트,,790000,SINGLE,etc,MULTI
20746,20002,CARNIVAL_Signature_7 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20747,20002,CARNIVAL_Signature_7 | 드라이브 와이즈,,790000,SINGLE,assistant,MULTI
20748,20002,CARNIVAL_Signature_7 | 모니터링 팩,,1270000,SINGLE,assistant,MULTI
20749,20002,CARNIVAL_Signature_7 | HUD + 빌트인 캠 2,,1270000,SINGLE,interior,MULTI
20750,20002,CARNIVAL_Signature_7 | BOSE 프리미엄 사운드,,950000,SINGLE,etc,MULTI
20751,20002,CARNIVAL_Signature_7 | 듀얼 선루프,,840000,SINGLE,etc,MULTI
20752,20002,CARNIVAL_X-Line_7 | 컨비니언스,,0,SINGLE,etc,MULTI
20753,20002,CARNIVAL_X-Line_7 | 스타일,,0,SINGLE,etc,MULTI
20754,20002,CARNIVAL_X-Line_7 | 컴포트,,1190000,SINGLE,etc,MULTI
20755,20002,CARNIVAL_X-Line_7 | 스마트 커넥트,,790000,SINGLE,etc,MULTI
20756,20002,CARNIVAL_X-Line_7 | 12.3인치 클러스터,,0,SINGLE,interior,MULTI
20757,20002,CARNIVAL_X-Line_7 | 드라이브 와이즈,,790000,SINGLE,assistant,MULTI
20758,20002,CARNIVAL_X-Line_7 | 모니터링 팩,,1270000,SINGLE,assistant,MULTI
20759,20002,CARNIVAL_X-Line_7 | HUD + 빌트인 캠 2,,1270000,SINGLE,interior,MULTI
20760,20002,CARNIVAL_X-Line_7 | BOSE 프리미엄 사운드,,950000,SINGLE,etc,MULTI
20761,20002,CARNIVAL_X-Line_7 | 듀얼 선루프,,840000,SINGLE,etc,MULTI
20762,20002,CARNIVAL_X-Line_9 | X-Line 전용 사이드 스텝 / LED 테일게이트 램프,,570000,SINGLE,etc,MULTI
20763,20002,CARNIVAL_X-Line_7 | X-Line 전용 사이드 스텝 / LED 테일게이트 램프,,560000,SINGLE,etc,MULTI
20764,20002,CARNIVAL_Noblesse_9 | 후석 스마트 엔터테인먼트 시스템,,2680000,SINGLE,etc,MULTI
20765,20002,CARNIVAL_Signature_9 | 후석 스마트 엔터테인먼트 시스템,,2680000,SINGLE,etc,MULTI
20766,20002,CARNIVAL_X-Line_9 | 후석 스마트 엔터테인먼트 시스템,,2680000,SINGLE,etc,MULTI
20767,20002,CARNIVAL_Noblesse_7 | 후석 스마트 엔터테인먼트 시스템,,2770000,SINGLE,etc,MULTI
20768,20002,CARNIVAL_Signature_7 | 후석 스마트 엔터테인먼트 시스템,,2770000,SINGLE,etc,MULTI
20769,20002,CARNIVAL_X-Line_7 | 후석 스마트 엔터테인먼트 시스템,,2770000,SINGLE,etc,MULTI
20770,20002,CARNIVAL_Noblesse_9 | 마이컴포트 패키지,,1260000,SINGLE,etc,MULTI
20771,20002,CARNIVAL_Signature_9 | 마이컴포트 패키지,,1260000,SINGLE,etc,MULTI
20772,20002,CARNIVAL_X-Line_9 | 마이컴포트 패키지,,1260000,SINGLE,etc,MULTI
20773,20002,CARNIVAL_Noblesse_7 | 마이컴포트 패키지,,1330000,SINGLE,etc,MULTI
20774,20002,CARNIVAL_Outdoor_7 | 마이컴포트 패키지,,1330000,SINGLE,etc,MULTI
20775,20002,CARNIVAL_Signature_7 | 마이컴포트 패키지,,1330000,SINGLE,etc,MULTI
20776,20002,CARNIVAL_X-Line_7 | 마이컴포트 패키지,,1330000,SINGLE,etc,MULTI
20777,20002,CARNIVAL_Prestige_9 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20778,20002,CARNIVAL_Prestige_9 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20779,20002,CARNIVAL_Noblesse_9 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20780,20002,CARNIVAL_Noblesse_9 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20781,20002,CARNIVAL_Signature_9 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20782,20002,CARNIVAL_Signature_9 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20783,20002,CARNIVAL_X-Line_9 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20784,20002,CARNIVAL_X-Line_9 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20785,20002,CARNIVAL_Noblesse_7 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20786,20002,CARNIVAL_Noblesse_7 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20787,20002,CARNIVAL_Outdoor_7 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20788,20002,CARNIVAL_Outdoor_7 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20789,20002,CARNIVAL_Signature_7 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20790,20002,CARNIVAL_Signature_7 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20791,20002,CARNIVAL_X-Line_7 | 내장컬러_토프,,0,SINGLE,interior,SINGLE
20792,20002,CARNIVAL_X-Line_7 | 내장컬러_코튼 베이지,,0,SINGLE,interior,SINGLE
20793,20002,K8_TURBO_HYBRID_SIGNATURE | 내장 컬러_딥씨 네이비 투톤 인테리어,내장 색상 선택: 딥씨 네이비 투톤 인테리어,0,SINGLE,interior,SINGLE
20794,20002,K8_TURBO_HYBRID_SIGNATURE_BLACK | 내장 컬러_블랙 원톤 인테리어,내장 색상 선택: 블랙 원톤 인테리어,0,SINGLE,interior,SINGLE
20795,20002,K8_TURBO_HYBRID_SIGNATURE_BLACK | 내장 컬러_라운지 브라운 투톤 인테리어,내장 색상 선택: 라운지 브라운 투톤 인테리어,0,SINGLE,interior,SINGLE
20796,20002,K8_TURBO_HYBRID_SIGNATURE_BLACK | 내장 컬러_뉴트럴 베이지 투톤 인테리어,내장 색상 선택: 뉴트럴 베이지 투톤 인테리어,0,SINGLE,interior,SINGLE
20797,20002,K8_TURBO_HYBRID_SIGNATURE_BLACK | 내장 컬러_딥씨 네이비 투톤 인테리어,내장 색상 선택: 딥씨 네이비 투톤 인테리어,0,SINGLE,interior,SINGLE
20798,20002,K8_GASOLINE_2_5_NOBLESSE | 내장 컬러_블랙 원톤 인테리어,내장 색상 선택: 블랙 원톤 인테리어,0,SINGLE,interior,SINGLE
20799,20002,K8_GASOLINE_2_5_NOBLESSE | 내장 컬러_라운지 브라운 투톤 인테리어,내장 색상 선택: 라운지 브라운 투톤 인테리어,0,SINGLE,interior,SINGLE
20800,20002,K8_GASOLINE_2_5_NOBLESSE | 내장 컬러_뉴트럴 베이지 투톤 인테리어,내장 색상 선택: 뉴트럴 베이지 투톤 인테리어,0,SINGLE,interior,SINGLE
20801,20002,K8_GASOLINE_2_5_NOBLESSE | 내장 컬러_딥씨 네이비 투톤 인테리어,내장 색상 선택: 딥씨 네이비 투톤 인테리어,0,SINGLE,interior,SINGLE
20943,20002,RAY_GASOLINE_Prestige_BASIC | 컴포트 Ⅰ,"인조가죽시트, 앞좌석 열선시트, 운전석 통풍시트, 운전석 풀 폴딩시트, 운전석 시트 높이조절장치, 운전석 시트벨트 높이조절장치, 운전석 시트백 포켓 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20944,20002,RAY_GASOLINE_Prestige | 컴포트 Ⅱ,"뒷좌석 열선시트, 고급형 센터콘솔, 운전석 세이프티 파워윈도우, 뒷좌석 C타입 USB 단자(충전용) ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,etc,MULTI
20945,20002,RAY_GASOLINE_Prestige | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20946,20002,RAY_GASOLINE_Prestige_BASIC | 8인치 디스플레이 오디오,"8인치 디스플레이 오디오, 후방 모니터, 샤크핀 안테나 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20947,20002,RAY_GASOLINE_Prestige | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 6스피커, 전자식 룸미러, 하이패스 자동결제 시스템 ※ 버튼시동 스마트키 적용 시 선택 가능",750000,SINGLE,assistant,MULTI
20948,20002,RAY_GASOLINE_Signature_BASIC | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함) (기본 적용),0,SINGLE,assistant,MULTI
20949,20002,RAY_GASOLINE_Signature | 스타일,"프로젝션 헤드램프, LED 주간 주행등, LED 리어 콤비네이션램프, LED 보조제동등 (프레스티지: 175/50 R15 타이어&전면가공 휠, 전자식 파킹 브레이크(오토홀드 포함) 포함) ※ 버튼시동 스마트키 적용 시 선택 가능",500000,SINGLE,wheel,MULTI
20950,20002,RAY_GASOLINE_Signature_BASIC | 컴포트 Ⅰ,"인조가죽시트, 앞좌석 열선시트, 운전석 통풍시트, 운전석 풀 폴딩시트, 운전석 시트 높이조절장치, 운전석 시트벨트 높이조절장치, 운전석 시트백 포켓 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20951,20002,RAY_GASOLINE_Signature_BASIC | 컴포트 Ⅱ,"뒷좌석 열선시트, 고급형 센터콘솔, 운전석 세이프티 파워윈도우, 뒷좌석 C타입 USB 단자(충전용) (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20952,20002,RAY_GASOLINE_Signature_BASIC | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,assistant,MULTI
20953,20002,RAY_GASOLINE_Signature_BASIC | 8인치 디스플레이 오디오,"8인치 디스플레이 오디오, 후방 모니터, 샤크핀 안테나 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20954,20002,RAY_GASOLINE_X-Line_BASIC | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함) (기본 적용),0,SINGLE,assistant,MULTI
20955,20002,RAY_GASOLINE_X-Line | 스타일,"프로젝션 헤드램프, LED 주간 주행등, LED 리어 콤비네이션램프, LED 보조제동등 (프레스티지: 175/50 R15 타이어&전면가공 휠, 전자식 파킹 브레이크(오토홀드 포함) 포함) ※ 버튼시동 스마트키 적용 시 선택 가능",500000,SINGLE,wheel,MULTI
20956,20002,RAY_GASOLINE_X-Line_BASIC | 컴포트 Ⅰ,"인조가죽시트, 앞좌석 열선시트, 운전석 통풍시트, 운전석 풀 폴딩시트, 운전석 시트 높이조절장치, 운전석 시트벨트 높이조절장치, 운전석 시트백 포켓 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20957,20002,RAY_GASOLINE_X-Line_BASIC | 컴포트 Ⅱ,"뒷좌석 열선시트, 고급형 센터콘솔, 운전석 세이프티 파워윈도우, 뒷좌석 C타입 USB 단자(충전용) (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,etc,MULTI
20958,20002,RAY_GASOLINE_X-Line_BASIC | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 (기본 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",0,SINGLE,assistant,MULTI
20959,20002,RAY_GASOLINE_X-Line | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 6스피커 (X-Line: 블랙 샤크핀 안테나 적용) ※ 버튼시동 스마트키 적용 시 선택 가능",500000,SINGLE,assistant,MULTI
20960,20002,RAY_VAN_2SEAT_Trendy | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,assistant,MULTI
20961,20002,RAY_VAN_2SEAT_Trendy | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20962,20002,RAY_VAN_2SEAT_Trendy | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드, 스티어링 휠 오디오 리모컨, 블루투스 핸즈프리, 맵램프, 선글라스 케이스, 대용량 루프콘솔 ※ 버튼시동 스마트키 적용 시 선택 가능",1650000,SINGLE,etc,MULTI
20963,20002,RAY_VAN_2SEAT_Prestige | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,etc,MULTI
20964,20002,RAY_VAN_2SEAT_Prestige | 컴포트,"열선 스티어링 휠, 가죽 스티어링 휠(블랙 하이그로시 포함), 가죽 변속기 노브 ※ 버튼시동 스마트키 적용 시 선택 가능",150000,SINGLE,etc,MULTI
20965,20002,RAY_VAN_2SEAT_Prestige | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20966,20002,RAY_VAN_2SEAT_Prestige | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드 ※ 버튼시동 스마트키 적용 시 선택 가능",1450000,SINGLE,assistant,MULTI
20967,20002,RAY_VAN_2SEAT_Special | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,assistant,MULTI
20968,20002,RAY_VAN_2SEAT_Special | 컴포트,"열선 스티어링 휠, 가죽 스티어링 휠(블랙 하이그로시 포함), 가죽 변속기 노브, 운전석 통풍시트, 운전석 풀 폴딩 시트 ※ 버튼시동 스마트키 적용 시 선택 가능",400000,SINGLE,etc,MULTI
20969,20002,RAY_VAN_2SEAT_Special | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20970,20002,RAY_VAN_2SEAT_Special | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드 ※ 버튼시동 스마트키 적용 시 선택 가능",1450000,SINGLE,etc,MULTI
20971,20002,RAY_VAN_1SEAT_Trendy | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,etc,MULTI
20972,20002,RAY_VAN_1SEAT_Trendy | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20973,20002,RAY_VAN_1SEAT_Trendy | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드, 스티어링 휠 오디오 리모컨, 블루투스 핸즈프리, 맵램프, 선글라스 케이스, 대용량 루프콘솔 ※ 버튼시동 스마트키 적용 시 선택 가능",1650000,SINGLE,assistant,MULTI
20974,20002,RAY_VAN_1SEAT_Prestige | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,assistant,MULTI
20975,20002,RAY_VAN_1SEAT_Prestige | 컴포트,"열선 스티어링 휠, 가죽 스티어링 휠(블랙 하이그로시 포함), 가죽 변속기 노브 ※ 버튼시동 스마트키 적용 시 선택 가능",150000,SINGLE,etc,MULTI
20976,20002,RAY_VAN_1SEAT_Prestige | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20977,20002,RAY_VAN_1SEAT_Prestige | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드 ※ 버튼시동 스마트키 적용 시 선택 가능",1450000,SINGLE,assistant,MULTI
20978,20002,RAY_VAN_1SEAT_Special | 버튼시동 스마트키,버튼시동 스마트키 시스템(원격시동 포함),300000,SINGLE,assistant,MULTI
20979,20002,RAY_VAN_1SEAT_Special | 컴포트,"열선 스티어링 휠, 가죽 스티어링 휠(블랙 하이그로시 포함), 가죽 변속기 노브 ※ 버튼시동 스마트키 적용 시 선택 가능",150000,SINGLE,etc,MULTI
20980,20002,RAY_VAN_1SEAT_Special | 드라이브 와이즈,"후측방 충돌 경고, 후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 경고 ※ 버튼시동 스마트키 적용 시 선택 가능",300000,SINGLE,assistant,MULTI
20981,20002,RAY_VAN_1SEAT_Special | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트, 후방 모니터, 샤크핀 안테나, 전자식 룸미러, 하이패스 자동결제 시스템, 풀오토 에어컨, 공기청정 모드 ※ 버튼시동 스마트키 적용 시 선택 가능",1450000,SINGLE,assistant,MULTI
20982,20002,RAY_GASOLINE_Prestige | 그레이 투톤 패키지,그레이 투톤 패키지(루프/필라 필름). 클리어 화이트(UD) 적용 시 선택 가능. 트렌디/X-Line/밴 선택 불가.,460000,SINGLE,etc,MULTI
20983,20002,RAY_GASOLINE_Signature | 그레이 투톤 패키지,그레이 투톤 패키지(루프/필라 필름). 클리어 화이트(UD) 적용 시 선택 가능. 트렌디/X-Line/밴 선택 불가.,460000,SINGLE,etc,MULTI
20984,20002,SORENTO_G25T_Prestige_BASIC | 5인승(기본),"5인승 기본 구성",0,SINGLE,seats,SINGLE
20985,20002,SORENTO_G25T_Prestige | 6인승,"2열 독립시트 및 3열 시트 포함 6인승 구성",840000,SINGLE,seats,SINGLE
20986,20002,SORENTO_G25T_Prestige | 7인승,"3열 시트 포함 7인승 구성",690000,SINGLE,seats,SINGLE
20987,20002,SORENTO_G25T_Prestige | 전자식 4WD,전자식 4WD 및 터레인 모드(오토/스노우/머드/샌드),2320000,SINGLE,etc,MULTI
20988,20002,SORENTO_G25T_Prestige | 스타일,휠/램프 등 스타일 사양 업그레이드,1240000,SINGLE,wheel,MULTI
20989,20002,SORENTO_G25T_Prestige | 12.3인치 클러스터,"12.3인치 풀사이즈 칼라 클러스터 및 커브드 디스플레이",590000,SINGLE,etc,MULTI
20990,20002,NIRO_HYBRID_Signature_BASIC | 내비게이션,"10.25인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트), 내비게이션 무선 업데이트 (기본 적용)",0,SINGLE,etc,MULTI
20991,20002,NIRO_HYBRID_Signature | 컴포트,"운전자세 메모리(운전석 시트/미러), 운전석 이지억세스, 후진연동 자동하향 미러, 가죽시트, 동승석 파워/릴렉션 컴포트/허리지지대, 스웨이드 내장재",890000,SINGLE,interior,MULTI
